candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,priority,context_risk,max_segment_density,existence_status,evidence_level,crossref_strict_http_status,crossref_fallback_http_status,openalex_award_http_statuses,openalex_work_http_statuses,exact_web_query,funding_web_query,institution_site_query,next_action,source_errors,warning
29275209,B,1992,general,B04,P3,true,0.941176,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29275209""","""29275209"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29275209""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58770309,E,1987,general,E07,P3,true,0.933333,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58770309""","""58770309"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58770309""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58770323,E,1987,general,E07,P3,true,0.933333,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58770323""","""58770323"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58770323""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20506014,B,2005,youth_c,B08,P3,true,0.931034,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20506014""","""20506014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20506014""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20506015,B,2005,youth_c,B08,P3,true,0.931034,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20506015""","""20506015"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20506015""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20475044,B,2004,general,B04,P3,true,0.927536,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20475044""","""20475044"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20475044""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20475062,B,2004,general,B04,P3,true,0.927536,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20475062""","""20475062"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20475062""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20475067,B,2004,general,B04,P3,true,0.927536,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20475067""","""20475067"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20475067""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59179387,E,1991,general,E09,P3,true,0.923077,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59179387""","""59179387"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59179387""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59179388,E,1991,general,E09,P3,true,0.923077,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59179388""","""59179388"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59179388""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59608004,E,1996,youth_c,E08,P3,true,0.923077,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59608004""","""59608004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59608004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59808012,E,1998,youth_c,E08,P3,true,0.923077,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59808012""","""59808012"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59808012""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21465018,B,2014,regional,B04,P3,true,0.923077,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21465018""","""21465018"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21465018""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29875007,B,1998,general,B04,P3,true,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29875007""","""29875007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29875007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29875013,B,1998,general,B04,P3,true,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29875013""","""29875013"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29875013""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29875029,B,1998,general,B04,P3,true,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29875029""","""29875029"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29875029""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50868005,E,2008,regional,E08,P3,true,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50868005""","""50868005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50868005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51144002,E,2011,special,E04,P3,true,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""51144002""","""51144002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51144002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29775015,B,1997,general,B04,P3,true,0.914286,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29775015""","""29775015"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29775015""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29775022,B,1997,general,B04,P3,true,0.914286,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29775022""","""29775022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29775022""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29775033,B,1997,general,B04,P3,true,0.914286,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29775033""","""29775033"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29775033""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58979389,E,1989,general,E09,P3,true,0.913043,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58979389""","""58979389"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58979389""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58979391,E,1989,general,E09,P3,true,0.913043,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58979391""","""58979391"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58979391""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29903010,B,1999,youth_c,B02,P3,true,0.909091,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29903010""","""29903010"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29903010""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51041009,E,2010,special,E01,P3,true,0.909091,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""51041009""","""51041009"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51041009""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51045003,E,2010,special,E05,P3,true,0.909091,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""51045003""","""51045003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51045003""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59279373,E,1992,general,E09,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59279373""","""59279373"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59279373""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59279396,E,1992,general,E09,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59279396""","""59279396"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59279396""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59279397,E,1992,general,E09,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59279397""","""59279397"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59279397""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59378349,E,1993,general,E10,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59378349""","""59378349"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59378349""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20505013,B,2005,youth_c,B04,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20505013""","""20505013"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20505013""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20505015,B,2005,youth_c,B04,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20505015""","""20505015"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20505015""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50768006,E,2007,regional,E08,P3,true,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50768006""","""50768006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50768006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29070149,B,1990,general,B02,P3,true,0.897959,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29070149""","""29070149"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29070149""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29070150,B,1990,general,B02,P3,true,0.897959,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29070150""","""29070150"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29070150""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29070151,B,1990,general,B02,P3,true,0.897959,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29070151""","""29070151"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29070151""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29070152,B,1990,general,B02,P3,true,0.897959,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29070152""","""29070152"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29070152""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29070153,B,1990,general,B02,P3,true,0.897959,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29070153""","""29070153"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29070153""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59679022,E,1996,general,E09,P3,true,0.896552,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59679022""","""59679022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59679022""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59679023,E,1996,general,E09,P3,true,0.896552,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59679023""","""59679023"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59679023""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59679024,E,1996,general,E09,P3,true,0.896552,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59679024""","""59679024"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59679024""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59579002,E,1995,general,E09,P3,true,0.892857,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59579002""","""59579002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59579002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59579021,E,1995,general,E09,P3,true,0.892857,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59579021""","""59579021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59579021""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59579022,E,1995,general,E09,P3,true,0.892857,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59579022""","""59579022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59579022""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58870372,E,1988,general,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58870372""","""58870372"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58870372""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58870374,E,1988,general,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58870374""","""58870374"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58870374""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58870382,E,1988,general,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58870382""","""58870382"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58870382""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29303022,B,1993,youth_c,B03,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29303022""","""29303022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29303022""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59379402,E,1993,general,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59379402""","""59379402"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59379402""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59379403,E,1993,general,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59379403""","""59379403"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59379403""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59379404,E,1993,general,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59379404""","""59379404"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59379404""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20763007,B,2007,regional,B02,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20763007""","""20763007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20763007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50869007,E,2008,regional,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50869007""","""50869007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50869007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50969005,E,2009,regional,E09,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50969005""","""50969005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50969005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51248002,E,2012,special,E08,P3,true,0.888889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""51248002""","""51248002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51248002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29475193,B,1994,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29475193""","""29475193"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29475193""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29475200,B,1994,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29475200""","""29475200"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29475200""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29475208,B,1994,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29475208""","""29475208"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29475208""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29475210,B,1994,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29475210""","""29475210"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29475210""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20075019,B,2000,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20075019""","""20075019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20075019""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20075023,B,2000,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20075023""","""20075023"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20075023""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20075026,B,2000,general,B04,P3,true,0.885714,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20075026""","""20075026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20075026""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20705011,B,2007,youth_c,B04,P3,true,0.880952,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20705011""","""20705011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20705011""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20705022,B,2007,youth_c,B04,P3,true,0.880952,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20705022""","""20705022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20705022""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20705027,B,2007,youth_c,B04,P3,true,0.880952,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20705027""","""20705027"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20705027""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20705032,B,2007,youth_c,B04,P3,true,0.880952,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20705032""","""20705032"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20705032""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29975004,B,1999,general,B04,P3,true,0.878788,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29975004""","""29975004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29975004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29975019,B,1999,general,B04,P3,true,0.878788,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29975019""","""29975019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29975019""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29975027,B,1999,general,B04,P3,true,0.878788,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29975027""","""29975027"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29975027""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
58908456,E,1989,youth_c,E08,P3,true,0.875000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""58908456""","""58908456"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""58908456""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59109075,E,1991,youth_c,E09,P3,true,0.875000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59109075""","""59109075"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59109075""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59509005,E,1995,youth_c,E09,P3,true,0.875000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59509005""","""59509005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59509005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20443007,B,2004,special,B02,P3,true,0.875000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20443007""","""20443007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20443007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
90815018,E,2008,major_research_plan,E08,P3,true,0.870968,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""90815018""","""90815018"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""90815018""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
90815019,E,2008,major_research_plan,E08,P3,true,0.870968,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""90815019""","""90815019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""90815019""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
90815020,E,2008,major_research_plan,E08,P3,true,0.870968,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""90815020""","""90815020"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""90815020""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59908004,E,1999,youth_c,E08,P3,true,0.866667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59908004""","""59908004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59908004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59908006,E,1999,youth_c,E08,P3,true,0.866667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59908006""","""59908006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59908006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50409007,E,2004,youth_c,E09,P3,true,0.866667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50409007""","""50409007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50409007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50409014,E,2004,youth_c,E09,P3,true,0.866667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50409014""","""50409014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50409014""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59479004,E,1994,general,E09,P3,true,0.862069,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59479004""","""59479004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59479004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59479020,E,1994,general,E09,P3,true,0.862069,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59479020""","""59479020"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59479020""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59479021,E,1994,general,E09,P3,true,0.862069,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59479021""","""59479021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59479021""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59479022,E,1994,general,E09,P3,true,0.862069,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59479022""","""59479022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59479022""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59108060,E,1991,youth_c,E08,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59108060""","""59108060"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59108060""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59108061,E,1991,youth_c,E08,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59108061""","""59108061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59108061""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59308076,E,1993,youth_c,E08,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59308076""","""59308076"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59308076""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59308077,E,1993,youth_c,E08,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59308077""","""59308077"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59308077""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59708005,E,1997,youth_c,E08,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59708005""","""59708005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59708005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59708006,E,1997,youth_c,E08,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59708006""","""59708006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59708006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29803006,B,1998,youth_c,B02,P3,true,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29803006""","""29803006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29803006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
